,unnamed: 0,unnamed: 0,mth_day,witty,witty_norm,witty_ravg
56,56,56,02-26,14.279900279394965,2.3137027515436865,0.9140973069819696
57,57,57,02-27,12.708620442253055,1.0332492299192224,0.8388936601568191
58,58,58,02-28,11.700961565633152,0.21209673584086725,0.5996441414553315
59,59,59,02-29,10.553810588400284,-0.7227294319183958,0.2560666436515081
60,60,60,03-01,11.093611326530112,-0.2828397701436542,-0.3777609741708741
61,61,61,03-02,10.192605312179284,-1.0170796533326774,-0.6514970672419895
62,62,62,03-03,9.61317615725186,-1.4892629553906065,-0.8254474334741699
63,63,63,03-04,10.693165778057333,-0.6091673285074702,-0.845048649100919
64,64,64,03-05,10.420205809138443,-0.8316054615522155,-0.8227722811701605
65,65,65,03-06,10.409491434080456,-0.8403367256788901,-0.8595152065779681
66,66,66,03-07,11.257626999960964,-0.14918156255910295,-0.6951432503743938
67,67,67,03-08,9.922075768345538,-1.2375372057795224,-0.7520414549076643
68,68,68,03-09,10.823408326772164,-0.5030312181691614,-0.5772542746068084
69,69,69,03-10,10.274237640286511,-0.9505565557070932,-0.6310598164096614
70,70,70,03-11,11.707122831394106,0.21711762025291886,-0.8646907161960029
71,71,71,03-12,10.013333846787187,-1.1631699764960075,-0.7842064261655995
72,72,72,03-13,9.53745746955017,-1.5509669612771515,-0.8136032793390079
73,73,73,03-14,10.514662722869344,-0.7546314655971028,-0.98305180458051
74,74,74,03-15,10.606966190200756,-0.6794123372096105,-1.036168257250338
75,75,75,03-16,9.026627883357794,-1.9672477071561056,-1.3357323268966133
76,76,76,03-17,11.316038845801005,-0.10158109576604776,-1.0570092125223505
77,77,77,03-18,7.807713847537824,-2.96055439437366,-0.8626228014422659
78,78,78,03-19,11.589630402181394,0.12137172496842652,-0.675775200856697
79,79,79,03-20,11.945884285477975,0.41168700088340426,-0.27936497818598754
80,80,80,03-21,11.982681258933509,0.4416732663038028,-0.199218126976974
81,81,81,03-22,11.945303397620295,0.41121362886815055,0.3504215618505935
82,82,82,03-23,11.906141317409825,0.3793000114880339,0.2919110068121738
83,83,83,03-24,11.854581989938072,0.33728373859174443,0.24955671167110274
84,84,84,03-25,11.158830905725416,-0.2296916052620917,0.25632618614891856
85,85,85,03-26,11.63403954212286,0.15756123003697795,0.3695664913346529
86,86,86,03-27,12.032523312122025,0.4822901131706976,0.3341631253732627
87,87,87,03-28,12.779065210689796,1.0906554599825564,0.2846232378390203
88,88,88,03-29,11.645474635663275,0.16687981571969313,0.3751792986059883
89,89,89,03-30,11.489831414760244,0.04004441338629021,0.3814046074366651
90,90,90,03-31,11.825573946426893,0.3136447593397161,0.16699858752094765
91,91,91,04-01,11.679875031254307,0.1949130830210385,-0.1398110464680513
92,92,92,04-02,10.453902064106662,-0.8041460063236073,-0.33511375202102506
93,93,93,04-03,10.520097820216144,-0.7502023439514371,-0.3392448036243309
94,94,94,04-04,10.20750661171503,-1.00493641759815,-0.2396343688640918
95,95,95,04-05,11.459415450506118,0.015258103766455462,-0.4005729245561985
96,96,96,04-06,12.558982219657162,0.9113073679011504,-0.10082356674550018
97,97,97,04-07,10.494922184592939,-0.7707182511316026,0.0048379094766143145
98,98,98,04-08,12.660886296661973,0.9943501405405836,0.1772568666975098
99,99,99,04-09,11.298058492805787,-0.11623348661875026,0.13798460022557604
100,100,100,04-10,11.47698696276372,0.029577325727223106,-0.2495111404961705
101,101,101,04-11,11.170262961528964,-0.22037549506514725,-0.15996201235424468
102,102,102,04-12,9.705941945604863,-1.4136670764293289,-0.3405369287163987
103,103,103,04-13,11.154251416494471,-0.2334234822800476,-0.2442482634041997
104,104,104,04-14,11.331355530968224,-0.08909935763234071,-0.2473058140763705
105,105,105,04-15,12.00700935652048,0.4614985052544434,-0.18700032540389988
106,106,106,04-16,11.454474934137519,0.01123202169419854,0.10870656064709246
107,107,107,04-17,11.614278133433807,0.14145743696967664,0.08586950079844657
108,108,108,04-18,11.883162406523152,0.3605742398766254,0.06651530064990728
109,109,109,04-19,10.986107499950323,-0.3704458413719229,-0.08154590893439269
110,110,110,04-20,11.188855093691153,-0.20522455852357652,0.053046623826245344
111,111,111,04-21,10.91686938960858,-0.4268687522513563,0.06762028666558756
112,112,112,04-22,12.445448191901775,0.8187872182580267,-0.07667785205017395
113,113,113,04-23,11.721580595503864,0.2288994140057299,-0.008914755062721
114,114,114,04-24,10.82072904800405,-0.5052145924179436,-0.2248489102606797
115,115,115,04-25,11.485031293124461,0.03613274055279477,-0.0528730043993093
116,116,116,04-26,9.598982543929054,-1.500829489711329,-0.16754416751609388
117,117,117,04-27,12.183087657389352,0.6049866829168663,-0.2246722140316901
118,118,118,04-28,11.60115130741154,0.13076023955731927,-0.04050420576194255
119,119,119,04-29,11.300960185113421,-0.11386886508784735,0.10152950258502036
120,120,120,04-30,12.176714906859965,0.5997934572005417,0.32354021785282056
121,121,121,05-01,12.530792181830256,0.8883349906345723,0.368022233954385
122,122,122,05-02,11.233595380577052,-0.1687651981045281,0.3846292205661711
123,123,123,05-03,12.51059831124177,0.8718787795262529,0.5411637197278738
124,124,124,05-04,11.723424655618727,0.2304021592280353,0.4970926207361308
125,125,125,05-05,12.453486996260073,0.8253381298823695,0.3787229881410508
126,126,126,05-06,11.852229739330143,0.3353668632500835,0.519632417440811
127,127,127,05-07,11.659264333835035,0.17811719506409288,0.51066071956648
128,128,128,05-08,12.271078466293405,0.6766913776940333,0.6232959937394489
129,129,129,05-09,12.44454180358979,0.8180485922802665,0.5928848758221962
130,130,130,05-10,12.552731767216532,0.9062138042658486,0.6974307501177268
131,131,131,05-11,12.229577066217306,0.6428714223788538,0.6226888728819013
132,132,132,05-12,12.62197649653474,0.9626421090232674,0.4718242549307612
133,133,133,05-13,11.108957418164424,-0.2703340683508604,0.5138964161912122
134,134,134,05-14,11.160297660954962,-0.2284963300128077,0.30793706565821405
135,135,135,05-15,12.754309261340206,1.070481559842973,0.4137189152393617
136,136,136,05-16,11.036301365184707,-0.3295422989321406,0.5646631831079721
137,137,137,05-17,13.00842401962285,1.2775625198657397,0.5070935939610174
138,138,138,05-18,13.733343745538194,1.8683077162349304,0.7735823706766299
139,139,139,05-19,10.685086032917768,-0.6157516032325885,0.8600325324291749
140,140,140,05-20,13.122392034267142,1.3704363302808678,0.971636437362827
141,141,141,05-21,13.390821530401395,1.5891825303582416,0.8064908094787636
142,142,142,05-22,11.858014746921869,0.34008113066977225,0.6442804929405355
143,143,143,05-23,11.792495486939382,0.2866887525613589,0.8202419868326594
144,144,144,05-24,12.539027221985338,0.8950458170055616,0.7180956188191642
145,145,145,05-25,11.980649250778095,0.4400173601201547,0.4243074817196968
146,146,146,05-26,12.370312279150715,0.7575581221998959,0.5566615303396646
147,147,147,05-27,11.227728368080763,-0.17354629223856233,0.4425189118954882
148,148,148,05-28,12.832506570866327,1.1342054223895794,0.3913313039608846
149,149,149,05-29,10.952090152933748,-0.3981669581037,0.4331522269776418
150,150,150,05-30,12.162144867877885,0.5879201693979401,0.36644532923994544
151,151,151,05-31,12.288566900253706,0.6909428982206977,0.5572399143010972
152,152,152,06-01,11.879165033381634,0.3573167357737178,0.3687622406593188
153,153,153,06-02,12.632504157968599,0.9712212181283484,0.5282933282398387
154,154,154,06-03,11.444789656460767,0.003339380538908698,0.5619918585199638
155,155,155,06-04,12.126680141930349,0.5590195673794193,0.6624460019738693
156,156,156,06-05,12.410259244274625,0.7901113510786909,0.8011148226914173
157,157,157,06-06,13.028187202751994,1.2936677589441303,0.7544952462139292
158,158,158,06-07,12.900151043513276,1.1893296600790055,0.9564471020837346
159,159,159,06-08,12.289255148310337,0.6915037592634196,1.0821461866697435
160,160,160,06-09,12.931713815015332,1.2150505157577407,1.3265759883874868
161,161,161,06-10,13.052173026232559,1.313214074895473,1.2957498014744209
162,162,162,06-11,14.209938557343786,2.256690161385151,1.333926338560082
163,163,163,06-12,12.801221217023668,1.1087106374657365,1.3856170443803717
164,164,164,06-13,13.181235933959734,1.4183888825929698,1.5055084809026889
165,165,165,06-14,12.669841694177366,1.0016479941851577,1.435349122320435
166,166,166,06-15,13.814446348475045,1.934399134891644,1.2896506945631598
167,167,167,06-16,12.535606120841507,0.8922579234019504,1.315123333097606
168,168,168,06-17,13.137195198969428,1.3824995948414995,1.1683249220068177
169,169,169,06-18,12.988770281407676,1.261546468672414,1.0752558963681815
170,170,170,06-19,12.100393656238664,0.5375984160482375,1.1928643810070447
171,171,171,06-20,11.984596282397456,0.4432338403533418,1.0675931409397124
172,172,172,06-21,14.680370042552195,2.6400500427248232,0.921325195138289
173,173,173,06-22,11.613263355403946,0.14063048299795605,1.0016272259293315
174,174,174,06-23,12.060258612783773,0.5048919200329599,1.1098786798308022
175,175,175,06-24,13.580015303890512,1.7433586534186694,1.1091380821280776
176,176,176,06-25,12.89742372715082,1.187107139457061,0.9404883378199076
177,177,177,06-26,11.979143435176976,0.438790254136994,1.3151696563607616
178,178,178,06-27,13.438641522327387,1.628151576875804,1.5238573162022029
179,179,179,06-28,14.371954043825445,2.3887183942430803,1.5155544966461605
180,180,180,06-29,13.596776916485336,1.7570178790816082,1.489911541384239
181,181,181,06-30,13.518883590449073,1.6935417360824123,1.458647385495154
182,182,182,07-01,12.708620660640426,1.0332494078855328,1.3424591616838792
183,183,183,07-02,11.748952786578696,0.2512053188024839,0.8593138582460144
184,184,184,07-03,12.583174875683119,0.9310222340081544,0.4804903598533548
185,185,185,07-04,10.814668468608572,-0.510153426384108,0.32988112174961604
186,186,186,07-05,10.807588329125496,-0.5159231112743483,0.2817466291090814
187,187,187,07-06,12.40998308704237,0.7898863074599795,0.3165304095247376
188,188,188,07-07,12.354217678510272,0.7444424520423254,0.2212698214478136
189,189,189,07-08,12.005057605240225,0.4599080012964216,0.5234902135390185
190,190,190,07-09,11.88179350357526,0.3594587055466102,0.5685632171233413
191,191,191,07-10,13.039846347132013,1.3031689261631212,0.7101349070244373
192,192,192,07-11,11.139450285231275,-0.2454850897684111,0.8702120289614118
193,193,193,07-12,13.452342242271149,1.6393164468665549,0.6576841985321483
194,194,194,07-13,13.53282799043244,1.7049051836641729,0.5314947586881421
195,195,195,07-14,10.440265025992096,-0.8152589812791593,0.26364478201966235
196,196,196,07-15,10.952690248493097,-0.3976779335174268,0.3668671266316863
197,197,197,07-16,11.06772977775818,-0.3039309338477575,0.2901054177053845
198,198,198,07-17,11.899452203734127,0.3738489779037326,0.09457639904386436
199,199,199,07-18,12.887163779499135,1.1787461933087438,0.2927659644983916
200,200,200,07-19,12.093193676134716,0.5317310716950521,0.513292407403436
201,201,201,07-20,11.89948832244821,0.3738784114480041,0.5146620525211699
202,202,202,07-21,12.576374735785,0.9254807239128394,0.4676545476814621
203,203,203,07-22,11.077814153588418,-0.2957130631413534,0.32938391146572715
204,204,204,07-23,11.553346968511164,0.09180394886548544,0.21705368010951231
205,205,205,07-24,11.869109508483026,0.34912237601433393,0.009723320675232877
206,206,206,07-25,11.266132523266391,-0.1422503164422369,-0.2473755236120745
207,207,207,07-26,10.372963503367686,-0.8701037451576725,-0.3921928631142689
208,208,208,07-27,10.68341623307281,-0.6171123418110048,-0.6199457121806676
209,209,209,07-28,10.011558041427547,-1.1646171001545211,-0.7163214995978229
210,210,210,07-29,9.876456147191943,-1.2747131455329062,-0.9456506271346564
211,211,211,07-30,11.159517185139027,-0.2291323484885979,-0.8739953379008482
212,212,212,07-31,9.577635933194987,-1.5182250816632383,-0.8075922172757796
213,213,213,08-01,10.900544595361474,-0.4401720097548232,-0.5569707168451735
214,214,214,08-02,11.172326839195096,-0.21869361806059265,-0.2612650146502836
215,215,215,08-03,11.856825380212019,0.3391119024291153,-0.042844885557794456
216,216,216,08-04,12.053667891655355,0.499521067636433,0.3363404619096501
217,217,217,08-05,12.767693377744086,1.0813884260663371,0.3453770693554022
218,218,218,08-06,12.369488730441539,0.7568870031414284,0.4547031264651617
219,219,219,08-07,10.967079016967013,-0.3859523650803099,0.4849275217241267
220,220,220,08-08,11.977268961543384,0.4372627245979645,0.397711182445164
221,221,221,08-09,12.079360515106893,0.5204582739829055,0.12790853697682505
222,222,222,08-10,11.411514437130105,-0.023776968037343603,-0.03626244113147795
223,223,223,08-11,10.781199765883267,-0.5374274467436961,0.19577450798299875
224,224,224,08-12,11.16073631550884,-0.2281388655083897,0.17875265437883334
225,225,225,08-13,12.675512662350496,1.0062693296065504,0.2322105750894745
226,226,226,08-14,11.851941044954549,0.3351316029729721,0.3688340882604568
227,227,227,08-15,12.472958649812774,0.8412057982467527,0.31595286932248096
228,228,228,08-16,12.41744132740586,0.7959641109885504,0.2578925902254637
229,229,229,08-17,10.391847751097226,-0.8547147603715514,0.051566399749989264
230,230,230,08-18,10.733252095223033,-0.5765005400904935,-0.0505129301956025
231,231,231,08-19,11.156381303843467,-0.231687813246296,-0.09580482818150443
232,232,232,08-20,11.100354875412163,-0.27734437670057843,-0.2176384923741124
233,233,233,08-21,12.139485025557285,0.5694544103313411,0.19132215862595134
234,234,234,08-22,11.520408627047805,0.06496212583290242,0.5387006348691099
235,235,235,08-23,13.402929126166253,1.5990491456288312,0.7406127529382349
236,236,236,08-24,13.290918358120955,1.507770317368458,0.9495930953461492
237,237,237,08-25,12.643012882289838,0.9797848951684544,0.9339312342335524
238,238,238,08-26,12.639028132218773,0.976537677746908,1.0641888196483276
239,239,239,08-27,12.024170414775693,0.4754832436557588,0.8767298175524173
240,240,240,08-28,12.479464684017527,0.8465076383215546,0.8527829545953516
241,241,241,08-29,12.022712451481985,0.4742951330533687,0.8377045927479317
242,242,242,08-30,13.114603221530125,1.3640891396260637,0.7566129541467013
243,243,243,08-31,12.531994439771493,0.8893147240839359,0.7565518242536525
244,244,244,09-01,12.041969412586708,0.4899878461395251,0.3679212819359304
245,245,245,09-02,12.023720329707682,0.4751164642974666,0.24812720034623925
246,246,246,09-03,9.618069131916632,-1.4852756155847784,0.14871045015626086
247,247,247,09-04,11.140696719562182,-0.2444693564847783,0.1693872173529568
248,248,248,09-05,12.382621002373085,0.7675886384861932,0.002532574513737923
249,249,249,09-06,12.68423262809196,1.0133753272641115,0.19340453560345008
250,250,250,09-07,10.813457803539784,-0.5111400108957882,0.1251488979023115
251,251,251,09-08,13.429065821149699,1.6203482308357395,0.0859236910032805
252,252,252,09-09,9.11551887696478,-1.89480944179161,-0.15683592533465066
253,253,253,09-10,10.851890719185187,-0.4798205978789644,-0.311695650564674
254,254,254,09-11,10.595238872609373,-0.6889690595413938,-0.3746702081552815
255,255,255,09-12,11.544036784682179,0.08421697588397177,-0.7061718918049068
256,256,256,09-13,10.349790903067587,-0.8889873564394338,-0.4780213767962909
257,257,257,09-14,10.988296659127666,-0.368661871062012,-0.4053679750697225
258,258,258,09-15,10.79533761936683,-0.5259063517399143,-0.4715423017343179
259,259,259,09-16,11.38682067941318,-0.04390018751955355,-0.4326717647614989
260,260,260,09-17,10.108012822767561,-1.0860150195289664,-0.06014972568332305
261,261,261,09-18,11.83023143355995,0.3174401977208856,0.4879729766033587
262,262,262,09-19,13.092583323140435,1.3461448780296217,0.6323227010028636
263,263,263,09-20,15.023995585349484,2.9200743426580784,0.9439359436912572
264,264,264,09-21,11.858150791178875,0.3401919946571146,1.2098519396860004
265,265,265,09-22,13.681155914329805,1.8257792686108087,1.4645673830727473
266,266,266,09-23,12.065889945944813,0.5094809564394917,1.094977378466495
267,267,267,09-24,13.705641514331177,1.8457328580413657,0.4459341046426333
268,268,268,09-25,10.371378785343987,-0.8713951496078929,0.29230648230381834
269,269,269,09-26,10.245242156026157,-0.9741853002850898,0.02288445125377307
270,270,270,09-27,10.727026632438056,-0.5815737393757753,-0.1453568593793857
271,271,271,09-28,11.697464677179624,0.20924708231053726,-0.6190250300194611
272,272,272,09-29,10.827168627094435,-0.4999669073594609,-0.7803140794396106
273,273,273,09-30,10.218133845586962,-0.996276165799086,-0.8442006201758394
274,274,274,10-01,9.183845335551222,-1.839129446128791,-0.7957491708475399
275,275,275,10-02,9.774860537506047,-1.3575045447024618,-0.9087004420119116
276,276,276,10-03,11.083763292336226,-0.2908650434059789,-0.7563921049866441
277,277,277,10-04,10.865830953833077,-0.4684605446756927,-0.7836403807826858
278,278,278,10-05,11.948579197434242,0.4138831147921441,-0.4642769583880391
279,279,279,10-06,10.017511180419612,-1.1597658205753385,-0.4083458111703892
280,280,280,10-07,11.535243326285233,0.07705108823909101,-0.6257634624381037
281,281,281,10-08,10.186668459029733,-1.0219176613965624,-0.7999409413688038
282,282,282,10-09,9.482968108881359,-1.5953709510122662,-0.7411087034658476
283,283,283,10-10,9.583403019795414,-1.5135254182598932,-0.5836420315628308
284,284,284,10-11,12.381747169389556,0.7668765422098817,-0.4372698603329234
285,285,285,10-12,11.176901360872954,-0.2149657891572378,-0.5408747373638576
286,286,286,10-13,12.612947299860725,0.9552841156185352,-0.3676143067768122
287,287,287,10-14,9.423850044027466,-1.6435469235821678,-0.1828132973415804
288,288,288,10-15,10.758644031005735,-0.5558083674899938,-0.4959573874308847
289,289,289,10-16,10.944049517798703,-0.4047193616485022,-0.11441486015823335
290,290,290,10-17,10.076140664032405,-1.1119879983259435,-0.2496799697672817
291,291,291,10-18,13.986109520284035,2.07428937447867,-0.03807906689423909
292,292,292,10-19,11.617022016475914,0.14369345796424568,0.1893096141341689
293,293,293,10-20,10.981817873036787,-0.3739415063439124,0.2319432038492181
294,294,294,10-21,12.432853568455947,0.8085237186804543,0.7234474123731078
295,295,295,10-22,11.25795064160951,-0.14891782335820716,0.2441149687363271
296,296,296,10-23,13.694970897296331,1.8370372528173944,0.3582876783817385
297,297,297,10-24,10.456897137695153,-0.8017052873420143,0.5323619461060772
298,298,298,10-25,12.457648904940081,0.8287297158367141,0.4304307482556538
299,299,299,10-26,12.263485887164276,0.6705041000021199,0.6433921580360611
300,300,300,10-27,11.682358060794403,0.1969365315779136,0.10217633426038113
301,301,301,10-28,12.825935563948965,1.1288506353242371,0.1675038536355138
302,302,302,10-29,9.710125697939153,-1.4102576898366854,0.19673885986711728
303,303,303,10-30,10.937888344034688,-0.4097401710912182,0.056104710583355234
304,304,304,10-31,12.672899400430891,1.0041397532263343,0.1566546156361833
305,305,305,11-01,11.228029623654598,-0.1733007957004521,-0.08499939329728495
306,306,306,11-02,12.422683433490178,0.800235961894882,0.044362605286728786
307,307,307,11-03,11.046693762247564,-0.3210734182765729,0.14215783148192687
308,308,308,11-04,10.662587759082461,-0.6340856983326031,0.1558014479763574
309,309,309,11-05,11.657931662253532,0.1770311860799704,0.2702040599461246
310,310,310,11-06,12.773354149352341,1.0860014521929175,0.22258251959344905
311,311,311,11-07,12.070349229022598,0.5131148761181514,0.4599918259313476
312,312,312,11-08,12.07205719877202,0.5145067197788282,0.7148621410406332
313,313,313,11-09,12.794682814089112,1.103382419750819,0.5033952857955697
314,314,314,11-10,12.539138124030464,0.8951361923231101,0.3748078697171569
315,315,315,11-11,10.100950794495844,-1.0917699453904104,0.42558009957869897
316,316,316,11-12,11.82659515756391,0.3144769557224408,0.3513471358861347
317,317,317,11-13,12.444173251781182,0.817748255287404,0.1540575068930795
318,318,318,11-14,11.525497294183983,0.06910893762344279,-0.058757158851291576
319,319,319,11-15,11.342085538770382,-0.08035535420751203,-0.07661962292412082
320,320,320,11-16,10.972233643617956,-0.3817518021431163,0.05008750353294388
321,321,321,11-17,9.96943366014316,-1.198944729827386,-0.01565758532536528
322,322,322,11-18,12.759510017784347,1.074719714464829,0.03881915308368397
323,323,323,11-19,11.960107579253965,0.423277722137549,0.17107011150492488
324,324,324,11-20,11.926596744698038,0.3959693680777383,0.19153898389476254
325,325,325,11-21,12.315818333755505,0.7131503963199334,0.413067447705964
326,326,326,11-22,11.122941151225321,-0.2589385678040901,0.28158590618710216
327,327,327,11-23,11.600495792400615,0.1302260530398222,0.24429744843549184
328,328,328,11-24,11.791442259028877,0.2858304653516581,0.3490419128178665
329,329,329,11-25,11.685561408696095,0.19954697562788706,0.3793918108355551
330,330,330,11-26,12.697805674144163,1.0244361543719864,0.383102463761229
331,331,331,11-27,12.539277516033387,0.8952497844260652,0.4983699343364959
332,332,332,11-28,11.150261818596423,-0.2366746502500468,0.5798045298390385
333,333,333,11-29,12.449183148877973,0.8218308764914238,0.7408227724801316
334,334,334,11-30,12.391026089904447,0.7744380383669137,0.5291790954387305
335,335,335,12-01,12.871100971676853,1.1656564314744458,0.578525531587028
336,336,336,12-02,11.139522908963444,-0.2454259078764199,0.4960648068715692
337,337,337,12-03,12.902603754019422,1.1913284013158505,0.22819140227113266
338,338,338,12-04,10.543122838945852,-0.7314389985427994,-0.0437553120152143
339,339,339,12-05,10.476894085134825,-0.7854095511111958,-0.3113359857761748
340,340,340,12-06,10.3887462021049,-0.8572422473511679,-0.4552041954005582
341,341,341,12-07,10.90096721646155,-0.43982761109131696,-0.6666264305498816
342,342,342,12-08,10.08025501752897,-1.108635165622721,-0.6369579370300298
343,343,343,12-09,11.345951413563585,-0.0772050095800907,-0.5733533949760962
344,344,344,12-10,10.761564999690476,-0.5534280374236881,-0.25291903568985513
345,345,345,12-11,10.945199413483795,-0.4037822987875942,-0.2370827944917479
346,346,346,12-12,12.748029250044947,1.065363908366278,0.00804461518554204
347,347,347,12-13,11.017565746921916,-0.3448101639026732,0.1772616876443602
348,348,348,12-14,11.885070654420373,0.3621292924410188,0.3533838848596778
349,349,349,12-15,12.591857037927367,0.938097425172818,0.4341252522816335
350,350,350,12-16,12.05831143843574,0.5033051458682177,0.12841168050402407
351,351,351,12-17,11.53967916855886,0.0806659057441396,0.10713647790363373
352,352,352,12-18,10.497131908615287,-0.7689175222993783,0.04789613629188081
353,353,353,12-19,10.860921419052717,-0.4724613795050154,-0.2135768609868229
354,354,354,12-20,11.44889791055449,0.006687242770501423,-0.30927515845380954
355,355,355,12-21,10.666692672446011,-0.6307405584994041,-0.2336948607925368
356,356,356,12-22,11.353707314728458,-0.07088463893370213,-0.12748353050663574
357,357,357,12-23,12.096159177218654,0.5341476917117763,-0.2721804391791137
358,358,358,12-24,11.279141027739884,-0.13164954058397213,-0.4665675626521269
359,359,359,12-25,9.795552010850912,-1.3406428315398828,-0.5643539860774154
360,360,360,12-26,10.017671102763776,-1.1596354980675774,-0.7608918668437203
361,361,361,12-27,9.94671416695783,-1.2174590990511354,-1.186761581061931
362,362,362,12-28,9.906644985323897,-1.2501119235315319,-1.366931341135009
363,363,363,12-29,8.960580334724531,-2.021070593597488,
364,364,364,12-30,9.952593332796454,-1.2126681010224394,
365,365,365,12-31,,,
