,unnamed: 0,unnamed: 0,mth_day,plot twist,plot twist_norm,plot twist_ravg
77,77,77,03-18,3.948860778363552,-1.801578177106876,-0.5237751035264555
78,78,78,03-19,5.9103875106377695,0.7506768325174923,-0.3964707995119463
79,79,79,03-20,5.904393924058275,0.7428782330279005,-0.07361367138887653
80,80,80,03-21,5.203565000623883,-0.16901050205512574,0.09330807161375983
81,81,81,03-22,5.894204433137152,0.7296201015831144,0.49685063120308154
82,82,82,03-23,5.5696025347965525,0.30726194171605764,0.26164150982571593
83,83,83,03-24,5.809708182545116,0.6196771804290541,0.1721214498856319
84,84,84,03-25,4.825772585757666,-0.6605778957467014,0.11067362757301376
85,85,85,03-26,5.491591935263804,0.20575787338739612,0.10079645211596032
86,86,86,03-27,4.920211936799804,-0.5376974359308345,0.16562411476004915
87,87,87,03-28,5.848658019572724,0.6703570488407937,0.040317479967688453
88,88,88,03-29,5.868540985980434,0.6962279175805908,0.19375428494007316
89,89,89,03-30,5.231884306130714,-0.13216262832511014,0.16793153556678939
90,90,90,03-31,5.533312530316045,0.2600429340876068,0.16281471047174348
91,91,91,04-01,5.372516028650613,0.05082137714769348,-0.010177190302801176
92,92,92,04-02,4.896616827759862,-0.56839838650111,-0.1859388702555028
93,93,93,04-03,5.050944068835162,-0.3675943558064741,-0.2764277649581433
94,94,94,04-04,5.058054810179239,-0.3583421621356189,-0.342129948118401
95,95,95,04-05,4.814614749764637,-0.6750959965409531,-0.5405522681485557
96,96,96,04-06,5.230341420881514,-0.13417016487393932,-0.5052654415424154
97,97,97,04-07,4.457535315004052,-1.1397125430332349,-0.6171344182299962
98,98,98,04-08,5.059334236696024,-0.35667742686426784,-0.40123184464682593
99,99,99,04-09,4.535084985497373,-1.0388082159319587,-0.3206249263187076
100,100,100,04-10,6.053641853135072,0.937073279363402,-0.43801317591556915
101,101,101,04-11,5.186315754195505,-0.1914544865722433,-0.2699123753374037
102,102,102,04-12,4.689031429276064,-0.8384996624551085,-0.24776569108846389
103,103,103,04-13,5.232695037227809,-0.13110773956424254,-0.23631473897022282
104,104,104,04-14,5.161458780728776,-0.22379732137062874,-0.4262092257090746
105,105,105,04-15,4.58788852261703,-0.9701025032225126,-0.5655008723115189
106,106,106,04-16,5.1779853596143,-0.2022936410697084,-0.49008479202688
107,107,107,04-17,4.544003083957902,-1.027204366186909,-0.571825760870498
108,108,108,04-18,5.036796030298663,-0.3860031807472752,-0.526890104421286
109,109,109,04-19,4.855764609263209,-0.6215535526259504,-0.590303364780429
110,110,110,04-20,5.368669637853256,0.045816617324642664,-0.4170234146297138
111,111,111,04-21,4.295472275245031,-1.3505820653773697,-0.16412280706042406
112,112,112,04-22,5.9770275864436515,0.8373860598345826,0.1485454872815316
113,113,113,04-23,5.7101983908176885,0.4901992792288294,0.8829851075790079
114,114,114,04-24,6.478596826943809,1.4900065853044588,0.8380111442208124
115,115,115,04-25,8.242470740952266,3.785084169158908,1.1257903046777245
116,116,116,04-26,5.1612821368768405,-0.22402716282453086,1.1358541334723258
117,117,117,04-27,5.622502326942124,0.3760928973641032,0.9471379318804746
118,118,118,04-28,6.0234347106578126,0.8977690326021913,0.6904117241950898
119,119,119,04-29,4.839975299066022,-0.6420979303222784,0.2115837070226166
120,120,120,04-30,5.294760609909104,-0.0503506608078491,0.0854277567713367
121,121,121,05-01,6.0344610734922,0.9121160661240688,0.10137101287498762
122,122,122,05-02,4.5795418297675745,-0.9809628643322102,-0.007798072052999853
123,123,123,05-03,5.696021131909991,0.4717524339860086,-0.13299203353142683
124,124,124,05-04,5.520025581985335,0.2427545230342665,-0.20570038232808108
125,125,125,05-05,4.262670990758556,-1.3932616991928404,-0.31360817694344023
126,126,126,05-06,4.9594821147281385,-0.4866007535877744,-0.023611012889622546
127,127,127,05-07,5.536868106581104,0.26466929843191395,-0.26813444741345854
128,128,128,05-08,5.9167997152772065,0.7590201199906959,-0.3253327734217029
129,129,129,05-09,4.568455308720714,-0.9953881731570076,0.04750240463473232
130,130,130,05-10,5.2562681320046165,-0.1004354330151997,0.24617374230022818
131,131,131,05-11,5.981918085736459,0.8437493691457713,0.05424187691716443
132,132,132,05-12,5.875611118212558,0.7054272724052009,-0.021171253274121393
133,133,133,05-13,4.6518166913319385,-0.8869218938664686,0.28407005776279654
134,134,134,05-14,5.5690487179586725,0.3065413388429809,0.3800794880871172
135,135,135,05-15,5.976008211864505,0.8360596930644998,0.5640757195796308
136,136,136,05-16,5.698994419357754,0.4756211489307246,0.688550273374854
137,137,137,05-17,6.830376077628263,1.9477267581008524,0.6997003522837306
138,138,138,05-18,6.449598036846924,1.4522745951765397,0.8981801618184154
139,139,139,05-19,4.703232818084762,-0.8200214204132082,1.2706103216949862
140,140,140,05-20,6.484294531760669,1.4974201960510891,1.4492629702070332
141,141,141,05-21,7.693387654941171,3.0706406523239247,1.1454719806401077
142,142,142,05-22,6.522811658293168,1.5475370400030066,1.1024280479681219
143,143,143,05-23,5.429511011686602,0.1249808206992998,1.5617702389057395
144,144,144,05-24,6.251110446194912,1.194010999144626,1.2822306191393644
145,145,145,05-25,6.8213879006793166,1.9360317252124968,0.9005540040375236
146,146,146,05-26,5.195259302521058,-0.1798175225471616,0.6629582346539258
147,147,147,05-27,5.933370225374715,0.7805809617128804,0.6557970208974834
148,148,148,05-28,5.427191233146592,0.12196242370141976,0.7024422356844187
149,149,149,05-29,5.3964886557719565,0.0820135381606454,0.4581605954814926
150,150,150,05-30,6.46620455409296,1.473882287866238,0.6776732681729843
151,151,151,05-31,5.694937058608438,0.4703418839949409,0.5537443705592434
152,152,152,06-01,6.207493520340914,1.1372585136017888,0.5581707940376361
153,153,153,06-02,5.361899479730679,0.037007576030435085,0.823588682354568
154,154,154,06-03,5.447602707584276,0.14852096457177594,0.6412226531823619
155,155,155,06-04,6.620404638761584,1.674520868062237,0.7229764446766739
156,156,156,06-05,5.625263880223629,0.3796861128330024,0.5812545876748905
157,157,157,06-06,6.071926615395242,0.9608646329608128,0.8336230107234052
158,158,158,06-07,5.5539744714803785,0.2869273715910883,0.6575282520374265
159,159,159,06-08,6.525640735188707,1.5512181143215231,0.3637690613148364
160,160,160,06-09,4.635580612754273,-0.9080475875440964,0.5244386087151308
161,161,161,06-10,5.2657989979912125,-0.08803427627330314,0.6862348887391786
162,162,162,06-11,6.366156019370322,1.3437033972347685,0.6936763757384802
163,163,163,06-12,6.818014433233798,1.9316423131050997,0.5173584087942987
164,164,164,06-13,5.588289245565157,0.33157629358689683,0.5308319152330575
165,165,165,06-14,5.712589364764352,0.4933103126564352,0.76203816679578
166,166,166,06-15,4.697710712507081,-0.8272065489115439,0.6815523472642989
167,167,167,06-16,6.3319555726258425,1.2992032331030323,0.5630367514879285
168,168,168,06-17,5.995013435299383,0.8607884800458814,0.6081667166618708
169,169,169,06-18,6.271505933659602,1.2205487384468778,0.8802162699391495
170,170,170,06-19,5.796396114466915,0.6023560846305499,0.9549952343579182
171,171,171,06-20,6.967085806329208,2.1256076323201074,1.040431930381647
172,172,172,06-21,5.042537394400719,-0.3785327623989311,1.0915619096106797
173,173,173,06-22,6.72592803039932,1.8118234092454053,0.8850965801896536
174,174,174,06-23,6.230788044106518,1.167568355420078,0.7969528707352597
175,175,175,06-24,5.319436658246369,-0.01824323807927828,0.6291017079892292
176,176,176,06-25,5.38994086201457,0.07349382790418574,0.8766635028030151
177,177,177,06-26,6.193077233843875,1.1185006558439243,0.5466515934508691
178,178,178,06-27,6.1841139451431815,1.1068380064837842,0.5481188169597843
179,179,179,06-28,5.20415098291292,-0.16824804686747127,0.6664746469750938
180,180,180,06-29,6.23755382132887,1.176371696473569,0.718633463710697
181,181,181,06-30,5.8652084332925485,0.6918917420125789,0.5731053343264899
182,182,182,07-01,5.6304597277976605,0.3864467283178051,0.256596419211151
183,183,183,07-02,5.522006400384338,0.2453318795386811,0.27605027921468245
184,184,184,07-03,4.724602973878858,-0.7922154842082489,0.12614094306454227
185,185,185,07-04,5.293858162561391,-0.05152488684628245,0.025298938160676538
186,186,186,07-05,5.546280020316504,0.2769156795727281,-0.11821797753877199
187,187,187,07-06,5.4001977953841385,0.08683971258938449,-0.1636004551665243
188,188,188,07-07,4.968663162133686,-0.4746547658788861,0.20814109396575695
189,189,189,07-08,5.312735126061071,-0.02696298622783281,0.4836090796326092
190,190,190,07-09,6.438807040565718,1.4382338105854384,0.6846127867680147
191,191,191,07-10,6.5641179502401785,1.601283027154831,0.7711513932326238
192,192,192,07-11,6.473164230582805,1.4829379223851604,1.2005341894959327
193,193,193,07-12,5.7992514698343385,0.6060713513770387,1.3023453201020012
194,194,194,07-13,6.948667111754129,2.101642011700968,0.9669899652789423
195,195,195,07-14,5.78221467314502,0.5839037974085773,0.5879597495389142
196,196,196,07-15,4.892389874217868,-0.5738983183529156,0.2890957738034201
197,197,197,07-16,4.8163038069587385,-0.6728982672853379,0.41662209160644753
198,198,198,07-17,5.095019000952626,-0.31024593202780376,0.009562781182794152
199,199,199,07-18,6.387310924306997,1.371229258195203,-0.07299072372510847
200,200,200,07-19,5.071602987661091,-0.3407138508409522,0.11490756591830115
201,201,201,07-20,5.401537414542369,0.08858276796116163,0.28060667516193233
202,202,202,07-21,5.758841345628783,0.5534914195075421,0.7850523727678643
203,203,203,07-22,5.580388659929394,0.3212963881764494,0.4872880648479836
204,204,204,07-23,7.421158944892744,2.716428253607788,0.482583910275562
205,205,205,07-24,5.014236569982335,-0.4153565893240808,0.3684562573310311
206,206,206,07-25,5.04991081761125,-0.3689387782754817,0.1705441058660171
207,207,207,07-26,4.875262944401487,-0.5961831497060238,-0.06990908507429193
208,208,208,07-27,4.846213161666089,-0.6339814892825419,-0.4459693687510547
209,209,209,07-28,4.471591866243476,-1.1214227574654048,-0.3164980675200226
210,210,210,07-29,5.687039987507304,0.4600665515472114,-0.38360154537509966
211,211,211,07-30,5.61126488604635,0.3614712180621122,-0.4775668418362444
212,212,212,07-31,4.740477947122316,-0.7715596454059445,-0.20921852611243752
213,213,213,08-01,4.441962728977321,-1.1599749284728924,-0.06277202325949675
214,214,214,08-02,6.083642163552103,0.9761084050602996,-0.32058715667274956
215,215,215,08-03,5.146897576160906,-0.2427437403477602,-0.3775991832608683
216,216,216,08-04,4.498182429932675,-1.0868242489323057,-0.2815058826714673
217,217,217,08-05,5.348366514703319,0.01939905853339985,-0.0905787201324801
218,218,218,08-06,5.183590983682828,-0.1949998418695389,-0.2740469032395202
219,219,219,08-07,5.32238117891726,-0.014411953238969185,-0.28549356888135624
220,220,220,08-08,5.237619150187447,-0.12470069358194096,-0.2463332501264287
221,221,221,08-09,5.094113805180659,-0.3114237341987765,-0.2287228347822691
222,222,222,08-10,4.678761592577104,-0.8518623364027407,-0.3723077379964721
223,223,223,08-11,5.429573056370419,0.12506155059835752,-0.29323952302356854
224,224,224,08-12,4.521480908607414,-1.056509261154757,-0.05089416071731964
225,225,225,08-13,5.686986792598585,0.4599973365984522,-0.04184064761539503
226,226,226,08-14,6.355141274302349,1.3293714802555523,0.1399804015158703
227,227,227,08-15,5.1358620816736895,-0.25710265558722883,-0.09335158559616162
228,228,228,08-16,5.517189211328911,0.2390639583848512,-0.197547753591618
229,229,229,08-17,4.353614121650315,-1.2749303720738339,-0.4096784079000031
230,230,230,08-18,4.041003288260918,-1.6816862691274954,-0.6779595358231387
231,231,231,08-19,4.708793122471652,-0.8127865892518583,-0.45801661461449444
232,232,232,08-20,5.118022094122875,-0.2803152872832613,-0.589883341162026
233,233,233,08-21,6.150080295523878,1.0625548716646371,-0.27153832943088313
234,234,234,08-22,4.909114920370314,-0.5521364009003381,0.044006882577671824
235,235,235,08-23,5.821591847015673,0.6351396983130234,0.20356757081379792
236,236,236,08-24,5.496070355451069,0.2115850029238344,0.48212379668140365
237,237,237,08-25,5.444572002438582,0.14457754016489816,0.4086131239391008
238,238,238,08-26,6.4025226195491465,1.3910220679223728,0.2684435493204002
239,239,239,08-27,5.811102060634936,0.6214908352108198,0.0556169734756863
240,240,240,08-28,4.262753878947843,-1.3931538486125417,0.023562733851885256
241,241,241,08-29,4.840189088395794,-0.6418197567552599,-0.09508697532280767
242,242,242,08-30,5.348259307571342,0.01925956518102809,-0.25037541860156637
243,243,243,08-31,4.897445068542644,-0.5673207148832593,-0.3161178098130071
244,244,244,09-01,5.686444253815553,0.4592914082498208,-0.2924660051267834
245,245,245,09-02,5.5079455406510265,0.2270364879421756,-0.1846583856225931
246,246,246,09-03,4.371818953519803,-1.2512430204951994,-0.02734570890277038
247,247,247,09-04,5.33732011990218,0.005025960269881682,0.4731565407345466
248,248,248,09-05,6.07367197883171,0.9631356254999645,0.4948413960316158
249,249,249,09-06,7.205400672958845,2.4356927829406425,0.85565747831556
250,250,250,09-07,5.7864391756167874,0.5894005400322362,1.0173411493000029
251,251,251,09-08,7.1717692295039095,2.391932981645841,1.0306982701687628
252,252,252,09-09,5.117387499638297,-0.2811409945885428,1.0188463637431535
253,253,253,09-10,5.398913533298939,0.08516868548244116,0.7976755279331685
254,254,254,09-11,6.019019529461456,0.892024186946308,0.36566345211426604
255,255,255,09-12,6.185520202069927,1.1086677680807329,-0.022891582027080377
256,256,256,09-13,3.7943108839173503,-2.0026719148811787,-0.03598161464342096
257,257,257,09-14,5.380033489413866,0.06060277679776244,-0.011955487624372355
258,258,258,09-15,5.057025704739741,-0.3596811902865863,-0.10783169713003023
259,259,259,09-16,5.5097047126517005,0.2293254475967328,-0.22815553093612115
260,260,260,09-17,5.576907560496059,0.3167669299123607,0.23822206992308678
261,261,261,09-18,5.630673412112747,0.3867247652441875,0.500548420031322
262,262,262,09-19,5.944908205821849,0.7955936902740688,0.6768504189047979
263,263,263,09-20,6.589693526620635,1.6345608774471738,0.7178727939533909
264,264,264,09-21,5.870003441932073,0.6981308029542691,0.7082477704528811
265,265,265,09-22,5.698870336719266,0.4754596978882908,0.7654649890945975
266,266,266,09-23,5.5325238899996,0.2590167889093021,0.8082008198499384
267,267,267,09-24,5.894517981300894,0.7300280770944853,0.6042364928785006
268,268,268,09-25,6.141975052519633,1.0520086748061146,0.48699704846237496
269,269,269,09-26,5.649157071737914,0.4107749156185472,0.2944053931084084
270,270,270,09-27,5.32937963255876,-0.005305863542484435,0.2344049507499368
271,271,271,09-28,4.810776445712627,-0.6800902342355087,0.22798017749789298
272,272,272,09-29,5.255845099226867,-0.10098586524152764,-0.11465695754495801
273,273,273,09-30,5.864891558153143,0.6914794375822225,-0.17383491925078473
274,274,274,10-01,4.561979564634618,-1.0038141354509913,-0.3707386318654136
275,275,275,10-02,5.376270968876517,0.055707145383587016,-0.2738702283480192
276,276,276,10-03,4.421401641673407,-1.186728139230258,-0.3435187494768049
277,277,277,10-04,5.257463698269087,-0.0988798131311422,-0.46539291995010457
278,278,278,10-05,4.934676323671983,-0.5188769920142421,-0.3436026142680233
279,279,279,10-06,5.302895732997003,-0.039765585257575516,-0.4254052547203741
280,280,280,10-07,5.123588665824888,-0.27307230135850385,-0.39808975827959553
281,281,281,10-08,4.999056155906431,-0.4351086973305179,-0.26555065379321324
282,282,282,10-09,4.547361021763286,-1.0228351605855868,-0.2695348042401977
283,283,283,10-10,5.868638511619704,0.6963548137871519,-0.41775289857757875
284,284,284,10-11,4.916304293656896,-0.5427818946961491,-0.11077747610051807
285,285,285,10-12,4.6194207201479465,-0.9290741512818614,-0.2966517054552766
286,286,286,10-13,6.539138040952293,1.5687802335038603,-0.31843308512978274
287,287,287,10-14,4.141938191568172,-1.550354073459069,-0.6188248307257052
288,288,288,10-15,4.446920999109797,-1.153523438632624,-0.5159810962097532
289,289,289,10-16,4.48344830863688,-1.1059956597883829,-0.4903765882559261
290,290,290,10-17,5.39054546565399,0.07428051239956268,-0.7135853550633896
291,291,291,10-18,4.737490254646894,-0.7754471035588988,-0.4734427612096201
292,292,292,10-19,5.509860101279861,0.2295276326590789,-0.14884119411563843
293,293,293,10-20,5.249302735374863,-0.1094985103364515,-0.024858438566063845
294,294,294,10-21,5.943749447972338,0.7940859639312661,-0.12964240431077492
295,295,295,10-22,5.055167408259224,-0.3620991264909354,-0.09644771624487196
296,296,296,10-23,4.907357345782991,-0.5544232820687038,-0.014823242824504049
297,297,297,10-24,4.890560228686098,-0.5762789751634809,0.05525638567838462
298,298,298,10-25,5.886253336324399,0.7192744731812863,0.1505900922558787
299,299,299,10-26,5.572459467389257,0.3109792606808805,0.3806890406330896
300,300,300,10-27,6.38335978447879,1.3660882033962305,0.3991183409978471
301,301,301,10-28,6.1162178987660765,1.0184945637723304,0.6598475283157982
302,302,302,10-29,4.99233999489822,-0.4438474798801593,0.666427905025599
303,303,303,10-30,6.092855302367385,0.9880961487442258,0.5023628625399665
304,304,304,10-31,5.9165972904575925,0.7587567334400914,0.36096583839962587
305,305,305,11-01,4.815909752442153,-0.6734109942329142,0.24229308367254798
306,306,306,11-02,5.731338630629931,0.5177060585541862,0.29925022191186024
307,307,307,11-03,5.5689846953941835,0.3064580354098632,0.34457473356674484
308,308,308,11-04,5.254985260741052,-0.10210465044428572,0.40718887459949965
309,309,309,11-05,6.301859279406692,1.2600432186735335,0.5982228341488617
310,310,310,11-06,6.2053285755156935,1.1344415796366203,0.5502657884523843
311,311,311,11-07,5.6968206732127555,0.4727927630632575,0.4631590905441762
312,312,312,11-08,5.510195304168095,0.22996378437532186,0.46872732546385687
313,313,313,11-09,5.167311392696504,-0.2161821520393856,0.021002153560918762
314,314,314,11-10,5.280661946507991,-0.06869524092620165,-0.1215757841903619
315,315,315,11-11,4.237273514846423,-1.4263078127440951,-0.12183415847308532
316,316,316,11-12,5.547861899316686,0.2789739531289364,-0.058640562783730345
317,317,317,11-13,5.695629237261608,0.4712425173669169,-0.11308274190359446
318,318,318,11-14,5.801598616421227,0.6091253585114517,-0.16122452403414325
319,319,319,11-15,4.916263305485366,-0.5428352267585703,-0.13858345820847906
320,320,320,11-16,5.058666748773518,-0.35754593370949433,-0.302770962409178
321,321,321,11-17,4.341677790352005,-1.2904614177901097,-0.05520836279197736
322,322,322,11-18,4.790747479212271,-0.7061510720752573,-0.1050359893240624
323,323,323,11-19,6.837209499177304,1.9566181150701207,0.007788454493819337
324,324,324,11-20,5.571829519493458,0.31015959931894144,0.06293019705239215
325,325,325,11-21,5.436528314510424,0.1341114361487201,0.49793833955185907
326,326,326,11-22,5.312940718306233,-0.02669547835805744,0.5584803170775735
327,327,327,11-23,6.347621781964128,1.3195874372066918,0.11013769069239936
328,328,328,11-24,5.0699234398281625,-0.34289920692097026,0.1263192309793508
329,329,329,11-25,4.76977647961712,-0.7334376432409243,0.14754320000556334
330,330,330,11-26,5.6464471193552335,0.4072488410406501,0.36250974808933734
331,331,331,11-27,5.534397961045476,0.26145525030599553,0.20324699608228272
332,332,332,11-28,6.304211486362657,1.2631038101445866,0.44916892892126264
333,333,333,11-29,5.613216769127951,0.3640109251643643,0.6795134760350594
334,334,334,11-30,6.203938129184457,1.1326323901129092,0.5975819634548717
335,335,335,12-01,5.831959494465175,0.6486296394418567,0.9601388098874474
336,336,336,12-02,5.268638041024887,-0.08434023444047603,0.7283829821035166
337,337,337,12-03,7.20624879937813,2.4367963289014494,0.6466868619172534
338,338,338,12-04,5.235520662340117,-0.12743115655899848,0.36209410582337814
339,339,339,12-05,5.236493150843363,-0.12616579595321487,0.24656482148700098
340,340,340,12-06,4.891601477592832,-0.5749241464503426,0.2387075831481131
341,341,341,12-07,5.299221710665902,-0.044546066576406015,-0.2930408627247126
342,342,342,12-08,5.232406121442883,-0.1314836644738033,-0.3074637768818037
343,343,343,12-09,4.7542082607369816,-0.7536943463355046,-0.4514848872033676
344,344,344,12-10,5.169012578540307,-0.21396864150154546,-0.5284909436331618
345,345,345,12-11,4.572371603014631,-0.9902924578825982,-0.55566988696612
346,346,346,12-12,4.536505052671823,-1.0369604850291083,-0.6036417441990373
347,347,347,12-13,5.173892015079387,-0.20761972657415464,-0.2764892922413984
348,348,348,12-14,5.011194494851405,-0.4193148078713075,-0.22136820674907168
349,349,349,12-15,6.262799551867593,1.2092203654103288,-0.17856680332036112
350,350,350,12-16,5.423191292573472,0.11675787145241485,-0.2660113228946853
351,351,351,12-17,4.769740823616044,-0.7334840373103347,-0.1715122044072149
352,352,352,12-18,4.133273959957875,-1.5616276024750535,-0.07991961030504836
353,353,353,12-19,5.609653832900568,0.35937498435066795,-0.41018866347688276
354,354,354,12-20,5.4335535172819664,0.13024075674169167,-0.23857272742760927
355,355,355,12-21,4.739836742438622,-0.7723939536206774,0.009211407012570469
356,356,356,12-22,6.214560285817897,1.1464534877480559,0.13133911981927401
357,357,357,12-23,5.912342644449082,0.7532207693307437,-0.11946002375693239
358,358,358,12-24,4.696438939597855,-0.8288613256348323,-0.16487549815923128
359,359,359,12-25,4.453148963204312,-1.1454198771065704,-0.2251930363864586
360,360,360,12-26,5.2241300856191515,-0.14225208967210154,-0.6476008666714943
361,361,361,12-27,4.461695734087521,-1.1342991829840412,-0.9164019451610708
362,362,362,12-28,4.2667198516098885,-1.3879934939621583,-1.010693559973933
363,363,363,12-29,4.672825827046785,-0.8595857016067153,
364,364,364,12-30,4.261633979151632,-1.3946110145120068,
365,365,365,12-31,,,
